,title,abstract,affiliations,authors,journal,date,keywords,url
135,Prominent changes in blood coagulation of patients with SARS-CoV-2 infection,"Background As the number of patients increases, there is a growing understanding of the form of pneumonia sustained by the 2019 novel coronavirus (SARS-CoV-2), which has caused an outbreak in China. Up to now, clinical features and treatment of patients infected with SARS-CoV-2 have been reported in detail. However, the relationship between SARS-CoV-2 and coagulation has been scarcely addressed. Our aim is to investigate the blood coagulation function of patients with SARS-CoV-2 infection. Methods In our study, 94 patients with confirmed SARS-CoV-2 infection were admitted in Renmin Hospital of Wuhan University. We prospectively collect blood coagulation data in these patients and in 40 healthy controls during the same period. Results Antithrombin values in patients were lower than that in the control group (p < 0.001). The values of D-dimer, fibrin/fibrinogen degradation products (FDP), and fibrinogen (FIB) in all SARS-CoV-2 cases were substantially higher than those in healthy controls. Moreover, D-dimer and FDP values in patients with severe SARS-CoV-2 infection were higher than those in patients with milder forms. Compared with healthy controls, prothrombin time activity (PT-act) was lower in SARS-CoV-2 patients. Thrombin time in critical SARS-CoV-2 patients was also shorter than that in controls. Conclusions The coagulation function in patients with SARS-CoV-2 is significantly deranged compared with healthy people, but monitoring D-dimer and FDP values may be helpful for the early identification of severe cases.","['1 Department of Clinical Laboratory, Renmin Hospital of Wuhan University, Wuhan, P.R. China.', '2 Department of Clinical Laboratory, Shanghai Gongli Hospital, The Second Military Medical University, Shanghai, P.R. China.', '3 State Key Laboratory of Virology, College of Life Sciences, Wuhan University, Wuhan, P.R. China.', '4 Wuhan Institute of Biotechnology, Wuhan, P.R. China.']","Huan Han, Lan Yang, Rui Liu, Fang Liu, Kai-Lang Wu, Jie Li, Xing-Hui Liu, Cheng-Liang Zhu, ",Clinical chemistry and laboratory medicine,2020,SARS-CoV-2; blood coagulation; coronavirus disease 2019.,https://pubmed.ncbi.nlm.nih.gov/32172226
136,Construction of SARS-CoV-2 Virus-Like Particles by Mammalian Expression System,"Virus-like particle (VLP) is a self-assembled nanostructure incorporating key viral structural proteins. VLP resembles molecular and morphological features of authentic viruses but is non-infectious and non-replicating due to lack of genetic materials. Successful applications of VLP has been shown in vaccinological and virological research. As an accessibly safe and relevant substitute of naturally pathogenic viruses, the construction of SARS-CoV-2 VLPs is much in demand in the ongoing fight against 2019 Coronavirus disease (COVID-19) pandemics. In the current study, using mammalian expression system, which is advantageous in maintaining correct protein glycosylation patterns, we efficiently constructed SARS-CoV-2 VLPs. We showed that among four SARS-CoV-2 structural proteins, expression of membrane protein (M) and small envelope protein (E) are essential for efficient formation and release of SARS-CoV-2 VLPs. Moreover, the corona-like structure presented in SARS-CoV-2 VLPs from Vero E6 cells is more stable and unified, as compared to those from HEK-293T cells. Our data demonstrate that SARS-CoV-2 VLPs possess molecular and morphological properties of native virion particles, which endow such VLPs with a promising vaccine candidate and a powerful tool for the research of SARS-CoV-2.","['1 Institute of Basic Theory for Chinese Medicine, China Academy of Chinese Medical Sciences, Beijing, China.', '2 Dongzhimen Hospital, Beijing University of Chinese Medicine, Beijing, China.', ""3 Guang'anmen Hospital, China Academy of Chinese Medical Sciences, Beijing, China.""]","Ruodan Xu, Mingfei Shi, Jing Li, Ping Song, Ning Li, ",Frontiers in bioengineering and biotechnology,2020,COVID-19; SARS-CoV-2; release; self-assemble; virus-like particles.,https://pubmed.ncbi.nlm.nih.gov/32850726
137,Potential for developing a SARS-CoV receptor-binding domain (RBD) recombinant protein as a heterologous human vaccine against coronavirus infectious disease (COVID)-19,"A SARS-CoV receptor-binding domain (RBD) recombinant protein was developed and manufactured under current good manufacturing practices in 2016. The protein, known as RBD219-N1 when formulated on Alhydrogel®, induced high-level neutralizing antibodies and protective immunity with minimal immunopathology in mice after a homologous virus challenge with SARS-CoV (MA15 strain). We examined published evidence in support of whether the SARS-CoV RBD219-N1 could be repurposed as a heterologous vaccine against Coronavirus Infectious Disease (COVID)-19. Our findings include evidence that convalescent serum from SARS-CoV patients can neutralize SARS-CoV-2. Additionally, a review of published studies using monoclonal antibodies (mAbs) raised against SARS-CoV RBD and that neutralizes the SARS-CoV virus in vitro finds that some of these mAbs bind to the receptor-binding motif (RBM) within the RBD, while others bind to domains outside this region within RBD. This information is relevant and supports the possibility of developing a heterologous SARS-CoV RBD vaccine against COVID-19, especially due to the finding that the overall high amino acid similarity (82%) between SARS-CoV and SARS-CoV-2 spike and RBD domains is not reflected in RBM amino acid similarity (59%). However, the high sequence similarity (94%) in the region outside of RBM offers the potential of conserved neutralizing epitopes between both viruses.","[""1 Texas Children's Hospital Center for Vaccine Development, Departments of Pediatrics, Baylor College of Medicine , Houston, TX, USA."", '2 National School of Tropical Medicine, Baylor College of Medicine , Houston, TX, USA.', '3 Molecular Virology & Microbiology, Baylor College of Medicine , Houston, TX, USA.']","Wen-Hsiang Chen, Peter J Hotez, Maria Elena Bottazzi, ",Human vaccines & immunotherapeutics,2020,COVID-19; Heterologous vaccine; SARS; SARS-CoV-2; coronavirus; receptor-binding domain; subunit vaccine.,https://pubmed.ncbi.nlm.nih.gov/32298218
138,First cryopreservation of phyllostomid bat sperm,"Bats, the second-largest mammalian order, are widely distributed and provide crucial ecosystem services. Their reproductive biology comprises noteworthy characteristics, such as long-term sperm storage, delayed implantation or even delayed fetal development. The understanding of these mechanisms remains limited. Research in reproductive biology may become crucial for the conservation of endangered bat species. Indeed, the IUCN Red List of Threatened Species currently lists 76 bat species as endangered or critically endangered, for which conservation measures should be taken. The development of assisted reproductive technologies (ART) in bats would thus open new perspectives. In this context we here describe the first successful cryopreservation of bat sperm in the Seba's short-tailed bat (Carollia perspicillata). Epididymal sperm of 30 males was pooled in 6 sample sets and diluted using four different cryo-diluents: Canifreeze, modified Canifreeze, BotuCrio® and Test egg yolk extender. Glycerol and a mixture of glycerol and methylformamide were used as cryoprotectants. Best post-thaw results were achieved when sperm was diluted in Test egg yolk extender containing a mixture of glycerol and methylformamide as cryoprotectant. Post-thaw sperm motility, progressive motility and acrosome integrity of 42.0 ± 3.4%, 28.3 ± 6.3% and 87.7 ± 1.7%, respectively were superior to all other variants tested. It remains to be determined if the post-thaw quality of cryopreserved bat spermatozoa achieved in this study is sufficient for the use in artificial inseminations and produces acceptable pregnancy rates. Successful cryopreservation of spermatozoa in C. perspicillata may serve as the first model to establish gamete rescue programs and develop ART in other, critically endangered bat species.","['1 Leibniz Institute for Zoo and Wildlife Research, PF 700430, D-10342, Berlin, Germany. Electronic address: hermes@izw-berlin.de.', '2 Leibniz Institute for Zoo and Wildlife Research, PF 700430, D-10342, Berlin, Germany.']","Robert Hermes, Thomas B Hildebrandt, Frank Göritz, Nicolas J Fasel, Susanne Holtze, ",Theriogenology,NO_DATE,Assisted reproduction technology; Methylformamide; Species conservation; Yangochiroptera.,https://pubmed.ncbi.nlm.nih.gov/30933687
139,An Overview of SARS-CoV-2 and Animal Infection,"A novel coronavirus has been reported as the causative pathogen of the Coronavirus disease 2019 (COVID-19) outbreak in Wuhan city, China in December 2019. Due to the rapid spread of the virus worldwide, it has been announced as a pandemic by the World Health Organization (WHO). Hospitalized patients in Wuhan were associated with the Huanan seafood wholesale market where live animals, such as poultry, bats, snakes, frogs, rabbits, marmots, and hedgehogs are sold in that market which suggests a possible zoonotic infection. It was suggested that bat is the natural host of SARS-CoV-2, but the intermediate host is still unclear. It is essential to identify the potential intermediate host to interrupt the transmission chain of the virus. Pangolin is a highly suspected candidate as an intermediate host for SARS-CoV-2. Recently, SARS-CoV-2 infection has been reported in cats, dogs, tigers, and lions. More recently SARS-CoV-2 infection affected minks severely and zoonotic transfer with a variant SARS-CoV-2 strain evidenced in Denmark, Netherlands, USA, and Spain suggesting animal-to-human and animal-to-animal transmission within mink farms. Furthermore, experimental studies documented the susceptibility of different animal species to SARS-CoV-2, such as mice, golden hamsters, cats, ferrets, non-human primates, and treeshrews. It is also essential to know the possibility of infection for other animal species. This short review aims to provide an overview on the relation between severe acute respiratory syndrome coronavirus-2 (SARS-CoV-2) infection and animals.","['1 Department of Anatomy and Embryology, Faculty of Veterinary Medicine, South Valley University, Qena, Egypt.', '2 Department of Microbiology, Faculty of Veterinary Medicine, South Valley University, Qena, Egypt.', '3 Qena University Hospital, South Valley University, Qena, Egypt.']","Mohamed A A Mahdy, Waleed Younis, Zamzam Ewaida, ",Frontiers in veterinary science,2020,COVID-19; Intermediate host; SARS-CoV-2; animal; animal model; zoonosis.,https://pubmed.ncbi.nlm.nih.gov/33363234
140,Effect of Iodothyronines on Thermogenesis: Focus on Brown Adipose Tissue,"Thyroid hormones significantly influence energy expenditure by affecting the activity of metabolic active tissues, among which, mammalian brown adipose tissue (BAT) plays a significant role. For a long time, the modulation of BAT activity by 3,3',5-triiodo-l-thyronine (T3) has been ascribed to its direct actions on this tissue; however, recent evidence indicates that T3, by stimulating specific brain centers, activates the metabolism of BAT via the sympathetic nervous system. These distinct mechanisms of action are not mutually exclusive. New evidence indicates that 3,5-diiodo-l-thyronine (3,5-T2), a thyroid hormone derivative, exerts thermogenic effects, by influencing mitochondrial activity in metabolically active tissues, such as liver, skeletal muscle, and BAT. At the moment, due to the absence of experiments finalized to render a clear cut discrimination between peripheral and central effects induced by 3,5-T2, it is not possible to exclude that some of the metabolic effects exerted by 3,5-T2 may be mediated centrally. Despite this, some evidence suggests that 3,5-T2 plays a role in adrenergic stimulation of thermogenesis in BAT. This mini-review provides an overview of the effects induced by T3 and 3,5-T2 on BAT thermogenesis, with a focus on data suggesting the involvement of central adrenergic stimulation. These aspects may reveal new perspectives in thyroid physiology and in the control of energy metabolism.","['1 Department of Sciences and Technologies, University of Sannio, Benevento, Italy.', '2 Department of Biology, University of Naples Federico II, Naples, Italy.']","Federica Cioffi, Alessandra Gentile, Elena Silvestri, Fernando Goglia, Assunta Lombardi, ",Frontiers in endocrinology,2018,"3,5-diiodo-l-thyronine; brown adipose tissue; metabolism; thermogenesis; thyroid hormone.",https://pubmed.ncbi.nlm.nih.gov/29875734
141,Furin Cleavage Site Is Key to SARS-CoV-2 Pathogenesis,"SARS-CoV-2 has resulted in a global pandemic and shutdown economies around the world. Sequence analysis indicates that the novel coronavirus (CoV) has an insertion of a furin cleavage site (PRRAR) in its spike protein. Absent in other group 2B CoVs, the insertion may be a key factor in the replication and virulence of SARS-CoV-2. To explore this question, we generated a SARS-CoV-2 mutant lacking the furin cleavage site (ΔPRRA) in the spike protein. This mutant virus replicated with faster kinetics and improved fitness in Vero E6 cells. The mutant virus also had reduced spike protein processing as compared to wild-type SARS-CoV-2. In contrast, the ΔPRRA had reduced replication in Calu3 cells, a human respiratory cell line, and had attenuated disease in a hamster pathogenesis model. Despite the reduced disease, the ΔPRRA mutant offered robust protection from SARS-CoV-2 rechallenge. Importantly, plaque reduction neutralization tests (PRNT 50 ) with COVID-19 patient sera and monoclonal antibodies against the receptor-binding domain found a shift, with the mutant virus resulting in consistently reduced PRNT 50 titers. Together, these results demonstrate a critical role for the furin cleavage site insertion in SARS-CoV-2 replication and pathogenesis. In addition, these findings illustrate the importance of this insertion in evaluating neutralization and other downstream SARS-CoV-2 assays. Importance:
        
      
      As COVID-19 has impacted the world, understanding how SARS-CoV-2 replicates and causes virulence offers potential pathways to disrupt its disease. By removing the furin cleavage site, we demonstrate the importance of this insertion to SARS-CoV-2 replication and pathogenesis. In addition, the findings with Vero cells indicate the likelihood of cell culture adaptations in virus stocks that can influence reagent generation and interpretation of a wide range of data including neutralization and drug efficacy. Overall, our work highlights the importance of this key motif in SARS-CoV-2 infection and pathogenesis. Article summary:
        
      
      A deletion of the furin cleavage site in SARS-CoV-2 amplifies replication in Vero cells, but attenuates replication in respiratory cells and pathogenesis in vivo. Loss of the furin site also reduces susceptibility to neutralization in vitro .",NO_AFFILIATIONS,"Bryan A Johnson, Xuping Xie, Birte Kalveram, Kumari G Lokugamage, Antonio Muruato, Jing Zou, Xianwen Zhang, Terry Juelich, Jennifer K Smith, Lihong Zhang, Nathen Bopp, Craig Schindewolf, Michelle Vu, Abigail Vanderheiden, Daniele Swetnam, Jessica A Plante, Patricia Aguilar, Kenneth S Plante, Benhur Lee, Scott C Weaver, Mehul S Suthar, Andrew L Routh, Ping Ren, Zhiqiang Ku, Zhiqiang An, Kari Debbink, Pei Yong Shi, Alexander N Freiberg, Vineet D Menachery, ",bioRxiv : the preprint server for biology,2020,NO_KEYWORDS,https://pubmed.ncbi.nlm.nih.gov/32869021
142,Brown Adipose Tissue: A Potential Site for Islet Transplantation,"Background:
        
      
      Islet transplantation is a promising treatment in patients with complicated diabetes. The ideal transplant site that can extend islet graft survival and reduce the required number of engrafted islets remains to be established. Methods:
        
      
      Donor islets were isolated from red fluorescent protein (RFP) mice and transplanted into interscapular brown adipose tissue (BAT) or unilateral inguinal white adipose tissue of age-matched diabetic RFP mice. Blood glucose and body weight of the mice were monitored, and vitality and function of ectopic RFP islets were detected by fluorescence imaging, histological examination, and intraperitoneal glucose tolerance test (GTT). Results:
        
      
      BAT enabled the marginal number of grafted islets (80 islets) to restore blood glucose, insulin level, and GTT to normal values in all diabetic recipient mice in the short term after graft, and maintained these values for 1 year at the end of the experiment. Importantly, in the short term after transplantation, abundant extra- and intraislet neovasculatures were observed in BAT, but not in white adipose tissue, which allowed the ectopic islets to retain typical architecture and morphology and contributed to the normal GTT. Moreover, the islet-engrafted BAT displayed normal structure and morphology without significant immunocyte infiltration, and the recipient mice also showed normal lipid levels in the blood. Conclusions:
        
      
      BAT remarkably enhances the viability and biological function of the transplanted ectopic islets. Moreover, the anatomical location of BAT lends itself to biopsy, removal, and islet retransplantation, which strongly suggests the BAT as a potential desirable site for islet transplantation in basic and clinical research.","['1 Guangdong Provincial Key Laboratory of Malignant Tumor Epigenetics and Gene Regulation, Sun Yat-sen Memorial Hospital, Sun Yat-sen University, Guangzhou, China.', '2 Medical Research Center, Sun Yat-sen Memorial Hospital, Sun Yat-sen University, Guangzhou, China.', '3 Department of Radiation and Medical Oncology, The First Affiliated Hospital, Wenzhou Medical University, Zhejiang, China.', '4 Cancer Research Institute, Southern Medical University, Guangzhou, China.', '5 Department of Endocrinology, The Second Affiliated Hospital, Guangzhou Medical University, Guangzhou, China.', '6 Institute of Comparative Medicine & Laboratory Animal Center, Southern Medical University, Guangzhou, China.']","Kang Xu, Raoying Xie, Xiaolin Lin, Junshuang Jia, Nan Zeng, Wangen Li, Dong Xiao, Tao Du, ",Transplantation,NO_DATE,NO_KEYWORDS,https://pubmed.ncbi.nlm.nih.gov/32453253
143,Recent advances in the detection of brown adipose tissue in adult humans: a review,"The activation of brown adipose tissue (BAT) is associated with reductions in circulating lipids and glucose in rodents and contributes to energy expenditure in humans indicating the potential therapeutic importance of targetting this tissue for the treatment of a variety of metabolic disorders. In order to evaluate the therapeutic potential of human BAT, a variety of methodologies for assessing the volume and metabolic activity of BAT are utilized. Cold exposure is often utilized to increase BAT activity but inconsistencies in the characteristics of the exposure protocols make it challenging to compare findings. The metabolic activity of BAT in response to cold exposure has most commonly been measured by static positron emission tomography of 18F-fluorodeoxyglucose in combination with computed tomography (18F-FDG PET-CT) imaging, but recent studies suggest that under some conditions this may not always reflect BAT thermogenic activity. Therefore, recent studies have used alternative positron emission tomography and computed tomography (PET-CT) imaging strategies and radiotracers that may offer important insights. In addition to PET-CT, there are numerous emerging techniques that may have utility for assessing BAT metabolic activity including magnetic resonance imaging (MRI), skin temperature measurements, near-infrared spectroscopy (NIRS) and contrast ultrasound (CU). In this review, we discuss and critically evaluate the various methodologies used to measure BAT metabolic activity in humans and provide a contemporary assessment of protocols which may be useful in interpreting research findings and guiding the development of future studies.","['1 Department of Pediatrics, McMaster University, Hamilton, ON, Canada.', '2 Department of Biochemistry and Biomedical Sciences, McMaster University, Hamilton, ON, Canada.', '3 Division of Endocrinology, Department of Medicine, Centre de recherche du CHUS, Université de Sherbrooke, Sherbrooke, Quebec, Canada.', ""4 Imaging Research Centre, St. Joseph's Healthcare, Hamilton, ON, Canada."", '5 Department of Electrical and Computer Engineering, McMaster University, Hamilton, ON, Canada.', '6 School of Human Kinetics, University of Ottawa, 125 University Street, Ottawa, ON, Canada.', '7 Department of Pediatrics, McMaster University, Hamilton, ON, Canada gsteinberg@mcmaster.ca kmorrison@mcmaster.ca.', '8 Department of Biochemistry and Biomedical Sciences, McMaster University, Hamilton, ON, Canada gsteinberg@mcmaster.ca kmorrison@mcmaster.ca.', '9 Division of Endocrinology and Metabolism, Department of Medicine, McMaster University, Hamilton, ON, Canada.']","Frank J Ong, Basma A Ahmed, Stephan M Oreskovich, Denis P Blondin, Tahniyah Haq, Norman B Konyer, Michael D Noseworthy, Francois Haman, Andre C Carpentier, Katherine M Morrison, Gregory R Steinberg, ","Clinical science (London, England : 1979)",2018,beige adipose tissue; brown adipose tissue; insulin resistance; obesity; type 2 diabetes.,https://pubmed.ncbi.nlm.nih.gov/29802209
144,Brown Adipose Tissue: A Metabolic Regulator in a Hypothalamic Cross Talk?,"Since the discovery of functionally competent, energy-consuming brown adipose tissue (BAT) in adult humans, much effort has been devoted to exploring this tissue as a means for increasing energy expenditure to counteract obesity. However, despite promising effects on metabolic rate and insulin sensitivity, no convincing evidence for weight-loss effects of cold-activated human BAT exists to date. Indeed, increasing energy expenditure would naturally induce compensatory feedback mechanisms to defend body weight. Interestingly, BAT is regulated by multiple interactions with the hypothalamus from regions overlapping with centers for feeding behavior and metabolic control. Therefore, in the further exploration of BAT as a potential source of novel drug targets, we discuss the hypothalamic orchestration of BAT activity and the relatively unexplored BAT feedback mechanisms on neuronal regulation. With a holistic view on hypothalamic-BAT interactions, we aim to raise ideas and provide a new perspective on this circuit and highlight its clinical relevance.","['1 Novo Nordisk Foundation Center for Basic Metabolic Research, Faculty of Health and Medical Sciences, University of Copenhagen, 2200 Copenhagen, Denmark; email: cs@sund.ku.dk.']","Jo B Henningsen, Camilla Scheele, ",Annual review of physiology,2021,batokines; brown fat; feeding behavior; hypothalamus; obesity.,https://pubmed.ncbi.nlm.nih.gov/33158377
145,The occurrence and distribution of bats in Qatar,"The distributions of bat species in Qatar have not previously been recorded. We conducted the first nation-wide survey of bats in Qatar. Based on sonogram analysis, we identified Asellia tridens, Otonycteris hemprichii, and Pipistrellus kuhlii. The most commonly recorded species was Asellia tridens, the only species recorded in the northern half of the country. Contrary to our prediction, the likelihood of recording bats was not higher in the northern half of the country where there are many irrigated farms. The distributions of the bat species may result from differences in human land use and disturbance, and from the distance to the main body of the Arabian Peninsula. A key habitat feature for Asellia tridens and Otonycteris hemprichii may be the presence of roosting sites in less disturbed sinkholes/caves, which are therefore crucial for bat conservation.","['1 Department of Biological and Environmental Sciences, Faculty of Arts and Sciences, Qatar University, PO Box 2713, Doha, Qatar.', '2 School of Molecular Sciences, University of Western Australia, 35 Stirling Hwy, Crawley WA 6009, Australia.', '3 Institute of Tropical Biodiversity and Sustainable Development, University Malaysia Terengganu, 21030 Kuala Nerus, Terengganu, Malaysia.']","Maktom Abdulrahman, Andrew Gardner, Nobuyuki Yamaguchi, ",Journal of arid environments,NO_DATE,Asellia tridens; Bat fauna; Otonycteris hemprichii; Pipistrellus kuhlii; Qatar; Sinkhole.,https://pubmed.ncbi.nlm.nih.gov/33162623
146,"Biological, clinical and epidemiological features of COVID-19, SARS and MERS and AutoDock simulation of ACE2","Background:
        
      
      The outbreak of coronavirus disease 2019 (COVID-19) has caused a public catastrophe and global concern. The main symptoms of COVID-19 are fever, cough, myalgia, fatigue and lower respiratory tract infection signs. Almost all populations are susceptible to the virus, and the basic reproduction number (R0) is 2.8-3.9. The fight against COVID-19 should have two aspects: one is the treatment of infected patients, and the other is the mobilization of the society to avoid the spread of the virus. The treatment of patients includes supportive treatment, antiviral treatment, and oxygen therapy. For patients with severe acute respiratory distress syndrome (ARDS), extracorporeal membrane oxygenation (ECMO) and circulatory support are recommended. Plasma therapy and traditional Chinese medicine have also achieved good outcomes. This review is intended to summarize the research on this new coronavirus, to analyze the similarities and differences between COVID-19 and previous outbreaks of severe acute respiratory syndrome (SARS) and Middle East respiratory syndrome (MERS) and to provide guidance regarding new methods of prevention, diagnosis and clinical treatment based on autodock simulations. Methods:
        
      
      This review compares the multifaceted characteristics of the three coronaviruses including COVID-19, SARS and MERS. Our researchers take the COVID-19, SARS, and MERS as key words and search literatures in the Pubmed database. We compare them horizontally and vertically which respectively means concluding the individual characteristics of each coronavirus and comparing the similarities and differences between the three coronaviruses. Results:
        
      
      We searched for studies on each outbreak and their solutions and found that the main biological differences among SARS-CoV-2, SARS-CoV and MERS-CoV are in ORF1a and the sequence of gene spike coding protein-S. We also found that the types and severity of clinical symptoms vary, which means that the diagnosis and nursing measures also require differentiation. In addition to the common route of transmission including airborne transmission, these three viruses have their own unique routes of transmission such as fecal-oral route of transmission COVID-19. Conclusions:
        
      
      In evolutionary history, these three coronaviruses have some similar biological features as well as some different mutational characteristics. Their receptors and routes of transmission are not all the same, which makes them different in clinical features and treatments. We discovered through the autodock simulations that Met124 plays a key role in the efficiency of drugs targeting ACE2, such as remdesivir, chloroquine, ciclesonide and niclosamide, and may be a potential target in COVID-19.","['1 Department of Pediatrics, The Third Xiangya Hospital, Central South University, Changsha, 410013, Hunan, China.', '2 Xiangya School of Medicine, Central South University, Changsha, 410013, Hunan, China.', ""3 Guangdong Cardiovascular Institute, Guangdong Provincial People's Hospital, Guangdong Academy of Medical Sciences, Guangzhou, 510100, Guangdong, China."", ""4 Guangdong Cardiovascular Institute, Guangdong Provincial People's Hospital, Guangdong Academy of Medical Sciences, Guangzhou, 510100, Guangdong, China. tanganqier@163.com."", '5 Department of Pediatrics, The Third Xiangya Hospital, Central South University, Changsha, 410013, Hunan, China. 36163773@qq.com.']","Xue-Yan Zhang, Hao-Jie Huang, Dong-Lin Zhuang, Moussa Ide Nasser, Ming-Hua Yang, Ping Zhu, Ming-Yi Zhao, ",Infectious diseases of poverty,2020,Autodock; COVID-19; Coronavirus; MERS; SARS.,https://pubmed.ncbi.nlm.nih.gov/32690096
147,Perspectives on monoclonal antibody therapy as potential therapeutic intervention for Coronavirus disease-19 (COVID-19),"Last decade witnessed the outbreak of many life-threatening human pathogens including Nipah, Ebola, Chikungunya, Zika, Middle East respiratory syndrome coronavirus (MERS-CoV), Severe Acute respiratory syndrome coronavirus (SARS-CoV) and more recently novel coronavirus (2019-nCoV or SARS-CoV-2). The disease condition associated with novel coronavirus, referred to as Coronavirus disease (COVID-19). The emergence of novel coronavirus in 2019 in Wuhan, China marked the third highly pathogenic coronavirus infecting humans in the 21st century. The continuing emergence of coronaviruses at regular intervals poses a significant threat to human health and economy. Ironically, even after a decade of research on coronavirus, still there are no licensed vaccines or therapeutic agents to treat coronavirus infection which highlights an urgent need to develop effective vaccines or post-exposure prophylaxis to prevent future epidemics. Several clinical, genetic and epidemiological features of COVID-19 resemble SARS-CoV infection. Hence, the research advancements on SARS-CoV treatment might help scientific community in quick understanding of this virus pathogenesis and develop effective therapeutic/prophylactic agents to treat and prevent this infection. Monoclonal antibodies represent the major class of biotherapeutics for passive immunotherapy to fight against viral infection. The therapeutic potential of monoclonal antibodies has been well recognized in the treatment of many diseases. Here, we summarize the potential monoclonal antibody based therapeutic intervention for COVID-19 by considering the existing knowledge on the neutralizing monoclonal antibodies against similar coronaviruses SARS-CoV and MERS-CoV. Further research on COVID-19 pathogenesis could identify appropriate therapeutic targets to develop specific anti-virals against this newly emerging pathogen.","['1 Research unit for Plant-produced Pharmaceuticals, Chulalongkorn University, Bangkok, Thailand.', '2 Department of Pharmacognosy and Pharmaceutical Botany, Faculty of Pharmaceutical Sciences, Chulalongkorn University, Bangkok, Thailand.', '3 Department of Biochemistry, Faculty of Science, Chulalongkorn University, Bangkok, Thailand.']","Balamurugan Shanmugaraj, Konlavat Siriwattananon, Kittikhun Wangkanont, Waranyoo Phoolcharoen, ",Asian Pacific journal of allergy and immunology,NO_DATE,NO_KEYWORDS,https://pubmed.ncbi.nlm.nih.gov/32134278
148,Hunting Bats for Human Consumption in Bangladesh,"Bats are important wildlife to their ecologic system, but they are also a zoonotic disease reservoir. Close bat-human interaction can lead to pathogen spillover. We conducted a qualitative study in two districts of Bangladesh and interviewed 30 bat hunters who hunt bats primarily for consumption, to understand the process and their reasons for hunting bats and their perceptions about bats and bat-borne disease. Most hunters catch bats during winter nights, using a net. Bat meat is used for household consumption, and the surplus is sold to cover household expenditures. They prepare the bat meat at home to sell it in their own and in neighboring communities. They also sell live bats to traditional healers. They report that the bat population has declined compared with 5 or 10 years ago, a decline they attribute to hunting and deforestation. Many have heard of a disease from bat-contaminated date palm sap but do not believe that bats can spread such disease to humans. Close bat-human interaction reported in this study pose a risk of pathogen spillover. Conservation initiatives have the potential to reduce such interaction and so both reduce disease risk and support the ecology.","['1 icddr,b, 68, Shaheed Tajuddin Ahmed Sharani, Mohakhali, Dhaka, 1212, Bangladesh. nahar.nazmun@yahoo.com.', '2 Swiss Tropical and Public Health Institute, Basel, Switzerland. nahar.nazmun@yahoo.com.', '3 University of Basel, Basel, Switzerland. nahar.nazmun@yahoo.com.', '4 icddr,b, 68, Shaheed Tajuddin Ahmed Sharani, Mohakhali, Dhaka, 1212, Bangladesh.', '5 Department of Epidemiology, Johns Hopkins Bloomberg School of Public Health, Baltimore, MD, USA.', '6 Institute of Epidemiology, Disease Control and Research (IEDCR), Dhaka, Bangladesh.', '7 FHI 360, Washington, DC, USA.', '8 Section for Global Health, Department of Public Health, University of Copenhagen, Copenhagen, Denmark.', '9 Institute of Health Economics, University of Dhaka, Dhaka, Bangladesh.', '10 Infectious Diseases and Geographic Medicine, Stanford University, Stanford, CA, USA.']","Nazmun Nahar, Mohammad Asaduzzaman, Utpal Kumar Mandal, Nadia Ali Rimi, Emily S Gurley, Mahmudur Rahman, Fernando Garcia, Susan Zimicki, Rebeca Sultana, Stephen P Luby, ",EcoHealth,NO_DATE,Bangladesh; Bats; Hunting; Nipah virus infection; Qualitative research; Zoonosis.,https://pubmed.ncbi.nlm.nih.gov/31989365
149,Environmental Pollutants Effect on Brown Adipose Tissue,"Brown adipose tissue (BAT) with its thermogenic function due to the presence of the mitochondrial uncoupling protein 1 (UCP1), has been positively associated with improved resistance to obesity and metabolic diseases. During recent years, the potential influence of environmental pollutants on energetic homoeostasis and obesity development has drawn increased attention. The purpose of this review is to discuss how regulation of BAT function could be involved in the environmental pollutant effect on body energy metabolism. We mainly focused in reviewing studies on animal models, which provide a better insight into the cellular mechanisms involved in this effect on body energy metabolism. The current literature supports the hypothesis that some environmental pollutants, acting as endocrine disruptors (EDCs), such as dichlorodiphenyltrichoroethane (DDT) and its metabolite dichlorodiphenylethylene (DDE) as well as some, traffic pollutants, are associated with increased obesity risk, whereas some other chemicals, such as perfluorooctane sulfonate (PFOS) and perfluorooctanoic acid (PFOA), had a reverse association with obesity. Noteworthy, the EDCs associated with obesity and metabolic disorders impaired BAT mass and function. Perinatal exposure to DDT impaired BAT thermogenesis and substrate utilization, increasing susceptibility to metabolic syndrome. Ambient particulate air pollutions induced insulin resistance associated with BAT mitochondrial dysfunction. On the other hand, the environmental pollutants (PFOS/PFOA) elicited a reduction in body weight and adipose mass associated with upregulation of UCP1 and increased oxidative capacity in brown-fat mitochondria. Further research is needed to better understand the physiological role of BAT in response to exposure to both obesogenic and anti-obesogenic pollutants and to confirm the same role in humans.","['1 Department of Chemistry and Biology ""A. Zambelli"", University of Salerno, Fisciano, Italy.']","Ilaria Di Gregorio, Rosa Anna Busiello, Mario Alberto Burgos Aceves, Marilena Lepretti, Gaetana Paolella, Lillà Lionetti, ",Frontiers in physiology,2019,air pollutants; brown adipocytes; dichlorodiphenylethylene (DDE); dichlorodiphenyltrichoroethane (DDT); metabolic disorders; obesity; perfluorooctane sulfonate (PFOS); perfluorooctanoic acid (PFOA).,https://pubmed.ncbi.nlm.nih.gov/30687113
