,title,abstract,affiliations,authors,journal,date,keywords,url
246,A nairovirus isolated from African bats causes haemorrhagic gastroenteritis and severe hepatic disease in mice,"Bats can carry important zoonotic pathogens. Here we use a combination of next-generation sequencing and classical virus isolation methods to identify novel nairoviruses from bats captured from a cave in Zambia. This nairovirus infection is highly prevalent among giant leaf-nosed bats, Hipposideros gigas (detected in samples from 16 individuals out of 38). Whole-genome analysis of three viral isolates (11SB17, 11SB19 and 11SB23) reveals a typical bunyavirus tri-segmented genome. The strains form a single phylogenetic clade that is divergent from other known nairoviruses, and are hereafter designated as Leopards Hill virus (LPHV). When i.p. injected into mice, the 11SB17 strain causes only slight body weight loss, whereas 11SB23 produces acute and lethal disease closely resembling that observed with Crimean-Congo Haemorrhagic Fever virus in humans. We believe that our LPHV mouse model will be useful for research on the pathogenesis of nairoviral haemorrhagic disease.","['1 1] Hokudai Center for Zoonosis Control in Zambia, Research Center for Zoonosis Control, Hokkaido University, N20, W10, Kita-ku, Sapporo 001-0020, Japan [2] Department of Disease Control, School of Veterinary Medicine, University of Zambia, Great East Road, PO Box 32379, Lusaka 10101, Zambia.', '2 Division of Bioinformatics, Research Center for Zoonosis Control, Hokkaido University, Sapporo 001-0020, Japan.', '3 Division of Molecular Pathobiology, Research Center for Zoonosis Control, Hokkaido University, Sapporo 001-0020, Japan.', '4 Department of Para-clinical studies, School of Veterinary Medicine, University of Zambia, Great East Road, PO Box 32379, Lusaka 10101, Zambia.', '5 Department of Disease Control, School of Veterinary Medicine, University of Zambia, Great East Road, PO Box 32379, Lusaka 10101, Zambia.', '6 Department of Comparative Pathology, Graduate School of Veterinary Medicine, Hokkaido University, Sapporo 001-0020, Japan.', '7 1] Centre for Research in Infectious Diseases, University College Dublin, Dublin 4, Ireland [2] Global Virus Network, Baltimore, Maryland 21201, USA [3] Global Institution for Collaborative Research and Education (GI-CoRE), Hokkaido University, Sapporo 001-0020, Japan.', '8 1] Department of Disease Control, School of Veterinary Medicine, University of Zambia, Great East Road, PO Box 32379, Lusaka 10101, Zambia [2] Division of Molecular Pathobiology, Research Center for Zoonosis Control, Hokkaido University, Sapporo 001-0020, Japan [3] Global Virus Network, Baltimore, Maryland 21201, USA [4] Global Institution for Collaborative Research and Education (GI-CoRE), Hokkaido University, Sapporo 001-0020, Japan.']","Akihiro Ishii, Keisuke Ueno, Yasuko Orba, Michihito Sasaki, Ladslav Moonga, Bernard M Hang'ombe, Aaron S Mweene, Takashi Umemura, Kimihito Ito, William W Hall, Hirofumi Sawa, ",Nature communications,2014,NO_KEYWORDS,https://pubmed.ncbi.nlm.nih.gov/25451856
247,"A novel rhabdovirus isolated from the straw-colored fruit bat Eidolon helvum, with signs of antibodies in swine and humans","Bats have been implicated as reservoirs of emerging viruses. Bat species forming large social groups and roosting in proximity to human communities are of particular interest. In this study, we sampled a colony of ca. 350,000 individuals of the straw-colored fruit bat Eidolon helvum in Kumasi, the second largest city of Ghana. A novel rhabdovirus (Kumasi rhabdovirus [KRV]) was isolated in E. helvum cell cultures and passaged to Vero cells as well as interferon-competent human and primate cells (A549 and MA104). Genome composition was typical for a rhabdovirus. KRV was detected in 5.1% of 487 animals, showing association with the spleen but not the brain. Antibody prevalence was 11.5% by immunofluorescence and 6.4% by plaque reduction virus neutralization test (PRNT). Detection throughout 3 sampling years was pronounced in both annual wet seasons, of which only one overlaps the postparturition season. Juvenile bats showed increased viral prevalence. No evidence of infection was obtained in 1,240 female mosquitos (6 different genera) trapped in proximity to the colony to investigate potential vector association. Antibodies were found in 28.9% (5.4% by PRNT) of 107 swine sera but not in similarly large collections of sheep, goat, or cattle sera. The antibody detection rate in human subjects with occupational exposure to the bat colony was 11% (5/45 persons), which was significantly higher than in unexposed adults (0.8% [1/118]; chi square, P < 0.001). KRV is a novel bat-associated rhabdovirus potentially transmitted to humans and swine. Disease associations should be investigated. Importance:
        
      
      Bats are thought to carry a huge number of as-yet-undiscovered viruses that may pose epidemic threats to humans and livestock. Here we describe a novel dimarhabdovirus which we isolated from a large colony of the straw-colored fruit bat Eidolon helvum in Ghana. As these animals are exposed to humans and several livestock species, we looked for antibodies indicating infection in humans, cattle, swine, sheep, and goats. Signs of infection were found in swine and humans, with increased antibody findings in humans who are occupationally exposed to the bat colony. Our data suggest that it is worthwhile to look for diseases caused by the novel virus in humans and livestock.","['1 Institute of Virology, University of Bonn Medical Centre, Bonn, Germany.', '2 Kumasi Centre for Collaborative Research in Tropical Medicine (KCCR), Kumasi, Ghana.', '3 Ghana Veterinary Service, Kumasi, Ghana.', '4 Kumasi Zoo Wildlife Division, Forestry Commission, Kumasi, Ghana.', '5 Bernhard Nocht Institute, Hamburg, Germany Clinic for Gastroenterology, Hepatology and Infectious Diseases, University Hospital Düsseldorf, Düsseldorf, Germany.', '6 Robert Koch Institute, Berlin, Germany.', '7 Kwame Nkrumah University of Science and Technology, Kumasi, Ghana.', '8 Institute of Virology, University of Bonn Medical Centre, Bonn, Germany German Centre for Infection Research (DZIF), Bonn/Cologne, Germany drosten@virology-bonn.de.']","Tabea Binger, Augustina Annan, Jan Felix Drexler, Marcel Alexander Müller, René Kallies, Ernest Adankwah, Robert Wollny, Anne Kopp, Hanna Heidemann, Dickson Dei, Festus Courage Agya-Yao, Sandra Junglen, Torsten Feldt, Andreas Kurth, Samuel Oppong, Yaw Adu-Sarkodie, Christian Drosten, ",Journal of virology,NO_DATE,NO_KEYWORDS,https://pubmed.ncbi.nlm.nih.gov/25673701
248,Isolation of Angola-like Marburg virus from Egyptian rousette bats from West Africa,"Marburg virus (MARV) causes sporadic outbreaks of severe Marburg virus disease (MVD). Most MVD outbreaks originated in East Africa and field studies in East Africa, South Africa, Zambia, and Gabon identified the Egyptian rousette bat (ERB; Rousettus aegyptiacus) as a natural reservoir. However, the largest recorded MVD outbreak with the highest case-fatality ratio happened in 2005 in Angola, where direct spillover from bats was not shown. Here, collaborative studies by the Centers for Disease Control and Prevention, Njala University, University of California, Davis USAID-PREDICT, and the University of Makeni identify MARV circulating in ERBs in Sierra Leone. PCR, antibody and virus isolation data from 1755 bats of 42 species shows active MARV infection in approximately 2.5% of ERBs. Phylogenetic analysis identifies MARVs that are similar to the Angola strain. These results provide evidence of MARV circulation in West Africa and demonstrate the value of pathogen surveillance to identify previously undetected threats.","['1 Viral Special Pathogens Branch, Centers for Disease Control and Prevention, 1600 Clifton Rd. NE, Atlanta, GA, 30329, USA.', '2 One Health Institute, School of Veterinary Medicine, University of California, 1089 Veterinary Medicine Drive VetMed 3B, Ground Floor West, Davis, CA, 95616, USA.', '3 Department of Biological Sciences, Njala University, Njala, Sierra Leone.', '4 University of Makeni, Makeni, Sierra Leone.', '5 Ministry of Technical and Higher Education, New England Ville, Freetown, Sierra Leone.', '6 Ministry of Health and Sanitation, Brookfields, Freetown, Sierra Leone.', '7 Ministry of Agriculture and Forestry, Brookfields, Freetown, Sierra Leone.', '8 Center for Global Health, Centers for Disease Control and Prevention, Freetown, Sierra Leone.', '9 One Health Institute, School of Veterinary Medicine, University of California, 1089 Veterinary Medicine Drive VetMed 3B, Ground Floor West, Davis, CA, 95616, USA. tgoldstein@ucdavis.edu.', '10 Viral Special Pathogens Branch, Centers for Disease Control and Prevention, 1600 Clifton Rd. NE, Atlanta, GA, 30329, USA. jit8@cdc.gov.', '11 Department of Biological Sciences, Njala University, Njala, Sierra Leone. alebbie@njala.edu.sl.']","Brian R Amman, Brian H Bird, Ibrahim A Bakarr, James Bangura, Amy J Schuh, Jonathan Johnny, Tara K Sealy, Immah Conteh, Alusine H Koroma, Ibrahim Foday, Emmanuel Amara, Abdulai A Bangura, Aiah A Gbakima, Alexandre Tremeau-Bravard, Manjunatha Belaganahalli, Jasjeet Dhanota, Andrew Chow, Victoria Ontiveros, Alexandra Gibson, Joseph Turay, Ketan Patel, James Graziano, Camilla Bangura, Emmanuel S Kamanda, Augustus Osborne, Emmanuel Saidu, Jonathan Musa, Doris Bangura, Samuel Maxwell Tom Williams, Richard Wadsworth, Mohamed Turay, Lavalie Edwin, Vanessa Mereweather-Thompson, Dickson Kargbo, Fatmata V Bairoh, Marilyn Kanu, Willie Robert, Victor Lungai, Raoul Emeric Guetiya Wadoum, Moinya Coomber, Osman Kanu, Amara Jambai, Sorie M Kamara, Celine H Taboy, Tushar Singh, Jonna A K Mazet, Stuart T Nichol, Tracey Goldstein, Jonathan S Towner, Aiah Lebbie, ",Nature communications,2020,NO_KEYWORDS,https://pubmed.ncbi.nlm.nih.gov/31980636
249,Bat coronavirus phylogeography in the Western Indian Ocean,"Bats provide key ecosystem services such as crop pest regulation, pollination, seed dispersal, and soil fertilization. Bats are also major hosts for biological agents responsible for zoonoses, such as coronaviruses (CoVs). The islands of the Western Indian Ocean are identified as a major biodiversity hotspot, with more than 50 bat species. In this study, we tested 1,013 bats belonging to 36 species from Mozambique, Madagascar, Mauritius, Mayotte, Reunion Island and Seychelles, based on molecular screening and partial sequencing of the RNA-dependent RNA polymerase gene. In total, 88 bats (8.7%) tested positive for coronaviruses, with higher prevalence in Mozambican bats (20.5% ± 4.9%) as compared to those sampled on islands (4.5% ± 1.5%). Phylogenetic analyses revealed a large diversity of α- and β-CoVs and a strong signal of co-evolution between CoVs and their bat host species, with limited evidence for host-switching, except for bat species sharing day roost sites. These results highlight that strong variation between islands does exist and is associated with the composition of the bat species community on each island. Future studies should investigate whether CoVs detected in these bats have a potential for spillover in other hosts.","['1 Université de La Réunion, UMR Processus Infectieux en Milieu Insulaire Tropical (PIMIT), INSERM 1187, CNRS 9192, IRD 249, Sainte-Clotilde, La Réunion, France. lea.joffrin@gmail.com.', '2 Association Vahatra, Antananarivo, Madagascar.', '3 Field Museum of Natural History, Chicago, USA.', '4 Université de La Réunion, UMR Processus Infectieux en Milieu Insulaire Tropical (PIMIT), INSERM 1187, CNRS 9192, IRD 249, Sainte-Clotilde, La Réunion, France.', '5 Beza Ramasindrazana, Institut Pasteur de Madagascar, BP 1274, Ambatofotsikely, Antananarivo, 101, Madagascar.', '6 Veterinary Faculty, Eduardo Mondlane University, Maputo, Mozambique.', '7 School of Life Sciences, University of Kwa-Zulu Natal, Kwa-Zulu Natal, South Africa.', '8 National Parks and Conservation Service, Réduit, Mauritius.', '9 Seychelles Ministry of Health, Victoria, Mahe, Seychelles.', '10 Instituto Nacional de Saúde, Maputo, Mozambique.', '11 Université de La Réunion, UMR Processus Infectieux en Milieu Insulaire Tropical (PIMIT), INSERM 1187, CNRS 9192, IRD 249, Sainte-Clotilde, La Réunion, France. camille.lebarbenchon@univ-reunion.fr.']","Léa Joffrin, Steven M Goodman, David A Wilkinson, Beza Ramasindrazana, Erwan Lagadec, Yann Gomard, Gildas Le Minter, Andréa Dos Santos, M Corrie Schoeman, Rajendraprasad Sookhareea, Pablo Tortosa, Simon Julienne, Eduardo S Gudo, Patrick Mavingui, Camille Lebarbenchon, ",Scientific reports,2020,NO_KEYWORDS,https://pubmed.ncbi.nlm.nih.gov/32327721
250,Bilayer order in a polycarbazole-conjugated polymer,"One of the best performing semiconducting polymers used in bulk heterojunction devices is PCDTBT, a polycarbazole derivative with solar-conversion efficiencies as high as 7.2%. Here we report the formation of bilayer ordering in PCDTBT, and postulate that this structural motif is a direct consequence of the polymer's molecular design. This bilayer motif is composed of a pair of backbones arranged side-to-side where the alkyl tails are on the outer side. This is in stark contrast to the monolayer ordering found in other conjugated polymers. The crystalline bilayer phase forms at elevated temperatures and persists after cooling to room temperature. The existence of bilayer ordering, along with its high-packing fraction of conjugated moieties, may guide the synthesis of new materials with improved optoelectronic properties.","['1 Condensed Matter Physics and Materials Science Department, Brookhaven National Laboratory, Upton, New York 11973, USA.']","Xinhui Lu, Htay Hlaing, David S Germack, Jeff Peet, Won Ho Jo, Denis Andrienko, Kurt Kremer, Benjamin M Ocko, ",Nature communications,2012,NO_KEYWORDS,https://pubmed.ncbi.nlm.nih.gov/22531180
251,Multi-reassortant G3P[3] group A rotavirus in a horseshoe bat in Zambia,"Group A rotavirus is a major cause of diarrhoea in humans, especially in young children. Bats also harbour group A rotaviruses, but the genetic backgrounds of bat rotavirus strains are usually distinct from those of human rotavirus strains. We identified a new strain of group A rotavirus in the intestinal contents of a horseshoe bat in Zambia. Whole genome sequencing revealed that the identified virus, named RVA/Bat-wt/ZMB/LUS12-14/2012/G3P[3], possessed the genotype constellation G3-P[3]-I3-R2-C2-M3-A9-N2-T3-E2-H3. Several genome segments of LUS12-14 were highly similar to those of group A rotaviruses identified from humans, cows and antelopes, indicating interspecies transmission of rotaviruses between bats and other mammals with possible multiple genomic reassortment events.","['1 Division of Molecular Pathobiology, Research Center for Zoonosis Control, Hokkaido University, N20, W10, Kita-ku, Sapporo 001-0020, Japan.', '2 Division of Bioinformatics, Research Center for Zoonosis Control, Hokkaido University, N20, W10, Kita-ku, Sapporo 001-0020, Japan.', '3 Hokudai Center for Zoonosis Control in Zambia, PO Box 32379, Lusaka, Zambia.', '4 Department of Paraclinical Studies, School of Veterinary and Medicine, University of Zambia, PO Box 32379, Lusaka, Zambia.', '5 Department of Disease Control, School of Veterinary and Medicine, University of Zambia, PO Box 32379, Lusaka, Zambia.', '6 Global Institution for Collaborative Research and Education (GI-CoRE), Hokkaido University, N20, W10, Kita-ku, Sapporo 001-0020, Japan.', '7 Global Virus Network, Baltimore, MD 21201, USA.']","Michihito Sasaki, Yasuko Orba, Satoko Sasaki, Gabriel Gonzalez, Akihiro Ishii, Bernard M Hang'ombe, Aaron S Mweene, Kimihito Ito, Hirofumi Sawa, ",The Journal of general virology,NO_DATE,NO_KEYWORDS,https://pubmed.ncbi.nlm.nih.gov/27574104
252,Discovery of African bat polyomaviruses and infrequent recombination in the large T antigen in the Polyomaviridae,"Bat species represent natural reservoirs for a number of high-consequence human pathogens. The present study investigated the diversity of polyomaviruses (PyVs) in Zambian insectivorous and fruit bat species. We describe the complete genomes from four newly proposed African bat PyV species employing the recently recommended criteria provided by the Polyomaviridae Study Group of the International Committee on Taxonomy of Viruses. A comprehensive phylogenetic and recombination analysis was performed to determine genetic relationships and the distribution of recombination events in PyV from mammalian and avian species. The novel species of PyV from Zambian bats segregated with members of the genera Alphapolyomavirus and Betapolyomavirus, forming monophyletic clades with bat and non-human primate PyVs. Miniopterus schreibersii polyomavirus 1 and 2 segregated in a clade with South American bat PyV species, Old World monkey and chimpanzee PyVs and Human polyomavirus 13 (New Jersey PyV). Interestingly, the newly described Egyptian fruit bat PyV, tentatively named Rousettus aegyptiacus polyomavirus 1, had the highest nucleotide sequence identity to species of PyV from Indonesian fruit bats, and Rhinolophus hildebrandtii polyomavirus 1 was most closely related to New World monkey PyVs. The distribution of recombination events in PyV genomes was non-random: recombination boundaries existed in the intergene region between VP1 and LTAg and also at the 3' end of VP2/3 in the structural genes, whereas infrequent recombination was present within the LTAg gene. These findings indicate that recombination within the LTAg gene has been negatively selected against during polyomaviral evolution and support the recent proposal for taxonomic classification based on LTAg to define novel PyV species.","['1 Global Station for Zoonosis Control, Global Institution for Collaborative Research and Education (GI-CoRE), Hokkaido University, N20, W10, Kita-ku, Sapporo 001-0020, Japan.', '2 National Virus Reference Laboratory, University College Dublin, Belfield, Dublin 4, Ireland.', '3 Division of Bioinformatics, Research Center for Zoonosis Control, Hokkaido University, N20, W10, Kita-ku, Sapporo 001-0020, Japan.', '4 Division of Molecular Pathobiology, Research Center for Zoonosis Control, Hokkaido University, N20, W10, Kita-ku, Sapporo 001-0020, Japan.', '5 Hokudai Center for Zoonosis Control in Zambia, Research Center for Zoonosis Control, Hokkaido University, Lusaka, Zambia.', '6 Department of Para-clinical Studies, School of Veterinary Medicine, University of Zambia, Lusaka, Zambia.', '7 Department of Disease Control, School of Veterinary Medicine, University of Zambia, Lusaka, Zambia.', '8 Global Virus Network, Baltimore, Maryland 21201, USA.']","Michael Carr, Gabriel Gonzalez, Michihito Sasaki, Kimihito Ito, Akihiro Ishii, Bernard M Hang'ombe, Aaron S Mweene, Yasuko Orba, Hirofumi Sawa, ",The Journal of general virology,NO_DATE,NO_KEYWORDS,https://pubmed.ncbi.nlm.nih.gov/28430100
253,Detection of new genetic variants of Betacoronaviruses in Endemic Frugivorous Bats of Madagascar,"Background:
        
      
      Bats are amongst the natural reservoirs of many coronaviruses (CoVs) of which some can lead to severe infection in human. African bats are known to harbor a range of pathogens (e.g., Ebola and Marburg viruses) that can infect humans and cause disease outbreaks. A recent study in South Africa isolated a genetic variant closely related to MERS-CoV from an insectivorous bat. Though Madagascar is home to 44 bat species (41 insectivorous and 3 frugivorous) of which 34 are endemic, no data exists concerning the circulation of CoVs in the island's chiropteran fauna. Certain Malagasy bats can be frequently found in close contact with humans and frugivorous bats feed in the same trees where people collect and consume fruits and are hunted and consumed as bush meat. The purpose of our study is to detect and identify CoVs from frugivorous bats in Madagascar to evaluate the risk of human infection from infected bats. Methods:
        
      
      Frugivorous bats belonging to three species were captured in four different regions of Madagascar. We analyzed fecal and throat swabs to detect the presence of virus through amplification of the RNA-dependent RNA polymerase (RdRp) gene, which is highly conserved in all known coronaviruses. Phylogenetic analyses were performed from positive specimens. Results:
        
      
      From 351 frugivorous bats, we detected 14 coronaviruses from two endemic bats species, of which 13 viruses were identified from Pteropus rufus and one from Eidolon dupreanum, giving an overall prevalence of 4.5%. Phylogenetic analysis revealed that the Malagasy strains belong to the genus Betacoronavirus but form three distinct clusters, which seem to represent previously undescribed genetic lineages. Conclusions:
        
      
      Our findings suggest that CoVs circulate in frugivorous bats of Madagascar, demonstrating the needs to evaluate spillover risk to human populations especially for individuals that hunt and consume infected bats. Possible dispersal mechanisms as to how coronaviruses arrived on Madagascar are discussed.","['1 Virology Unit, Institut Pasteur of Madagascar, Ambatofotsikely, BP 1274, Antananarivo, Madagascar, Dummy_Only. norosoa@pasteur.mg.', '2 Virology Unit, Institut Pasteur of Madagascar, Ambatofotsikely, BP 1274, Antananarivo, Madagascar, Dummy_Only. lalaina@pasteur.mg.', ""3 Centre de Recherche et de Veille sur les Maladies Emergentes dans l'Ocean Indien (CRVOI), Plateforme de Recherche CYROI, 2 rue Maxime Riviere, 97490, Sainte Clotilde, La Reunion, France. dwilkin799@gmail.com."", '4 Madagasikara Voakajy, BP 5181, Antananarivo, Madagascar. hantajulie@gmail.com.', '5 Department of Animal Biology, Faculty of Sciences, University of Antananarivo, BP 906, Antananarivo, Madagascar. hantajulie@gmail.com.', '6 Association Vahatra, BP 3972, Antananarivo, Madagascar. sgoodman@fieldmuseum.org.', '7 School of Environment, Natural Resources and Geography, Bangor University, Bangor, Gwynedd, United Kingdom. rkbjenkins@gmail.com.', '8 School of Environment, Natural Resources and Geography, Bangor University, Bangor, Gwynedd, United Kingdom. julia.jones@bangor.ac.uk.', '9 Virology Unit, Institut Pasteur of Madagascar, Ambatofotsikely, BP 1274, Antananarivo, Madagascar, Dummy_Only. jmheraud@pasteur.mg.']","Norosoa H Razanajatovo, Lalaina A Nomenjanahary, David A Wilkinson, Julie H Razafimanahaka, Steven M Goodman, Richard K Jenkins, Julia P G Jones, Jean-Michel Heraud, ",Virology journal,2015,NO_KEYWORDS,https://pubmed.ncbi.nlm.nih.gov/25888853
254,Coronaviruses in South African bats,"Recent studies in several African countries have provided the first evidence for the presence of coronaviruses in African bats. Here we describe, for the first time, the detection of RNA of 3 unique coronavirus species in the tissues of South African bats.","['1 University of Pretoria, Department of Microbiology and Plant Pathology, Pretoria, South Africa.']","Marike Geldenhuys, Jacqueline Weyer, Louis H Nel, Wanda Markotter, ","Vector borne and zoonotic diseases (Larchmont, N.Y.)",NO_DATE,NO_KEYWORDS,https://pubmed.ncbi.nlm.nih.gov/23473214
255,Molecular epidemiology of Rift Valley fever virus,Phylogenetic relationships were examined for 198 Rift Valley fever virus isolates and 5 derived strains obtained from various sources in Saudi Arabia and 16 countries in Africa during a 67-year period (1944-2010). A maximum-likelihood tree prepared with sequence data for a 490-nt section of the Gn glycoprotein gene showed that 95 unique sequences sorted into 15 lineages. A 2010 isolate from a patient in South Africa potentially exposed to co-infection with live animal vaccine and wild virus was a reassortant. The potential influence of large-scale use of live animal vaccine on evolution of Rift Valley fever virus is discussed.,"['1 National Institute for Communicable Diseases of the National Health Service, Sandringham, South Africa.']","Antoinette A Grobbelaar, Jacqueline Weyer, Patricia A Leman, Alan Kemp, Janusz T Paweska, Robert Swanepoel, ",Emerging infectious diseases,NO_DATE,NO_KEYWORDS,https://pubmed.ncbi.nlm.nih.gov/22172568
256,Identification of novel paramyxoviruses in insectivorous bats of the Southwest Indian Ocean,"Bats are reservoirs for many emerging zoonotic viruses. In this study, we screened 197 animals from 15 different bat species of the Southwest Indian Ocean for paramyxovirus infection and identified paramyxoviruses in five insectivorous bat-species from the Union of the Comoros (3/66), Mauritius (1/55) and Madagascar (4/76). Viral isolation was possible via cell culture and phylogenetic analysis revealed these viruses clustered in a Morbillivirus-related lineage, with relatively high nucleotide sequence similarity to other recently discovered insectivorous-bat paramyxoviruses but distinct from those known to circulate in frugivorous bats.","[""1 Centre de Recherche et de Veille sur les Maladies émergentes dans l'Océan Indien (CRVOI), Plateforme de Recherche CYROI, 2 rue Maxime Rivière, 97490 Sainte Clotilde, Reunion. david.wilkinson@univ-reunion.fr""]","David A Wilkinson, Sarah Temmam, Camille Lebarbenchon, Erwan Lagadec, Julien Chotte, Julia Guillebaud, Beza Ramasindrazana, Jean-Michel Héraud, Xavier de Lamballerie, Steven M Goodman, Koussay Dellagi, Hervé Pascalis, ",Virus research,NO_DATE,NO_KEYWORDS,https://pubmed.ncbi.nlm.nih.gov/22982204
257,Bat Astrovirus in Mozambique,"Astroviruses (AstVs) are responsible for infection of a large diversity of mammalian and avian species, including bats, aquatic birds, livestock and humans. We investigated AstVs circulation in bats in Mozambique and Mayotte, a small island in the Comoros Archipelago located between east Africa and Madagascar. Biological material was collected from 338 bats and tested for the presence of the AstV RNA-dependent RNA-polymerase gene with a pan-AstV semi-nested polymerase chain reaction assay. None of the 79 samples obtained from Mayotte bats (Pteropus seychellensis comorensis and Chaerephon pusillus) tested positive; however, 20.1% of bats sampled in Mozambique shed AstVs at the time of sampling and significant interspecific variation in the proportion of positive bats was detected. Many AstVs sequences obtained from a given bat species clustered in different phylogenetic lineages, while others seem to reflect some level of host-virus association, but also with AstVs previously reported from Malagasy bats. Our findings support active circulation of a large diversity of AstVs in bats in the western Indian Ocean islands, including the southeastern African coast, and highlight the need for more detailed assessment of its risk of zoonotic transmission to human populations.","['1 Université de La Réunion, UMR Processus Infectieux en Milieu Insulaire Tropical (PIMIT), INSERM 1187, CNRS 9192, IRD 249, 2 rue Maxime Rivière (GIP CYROI), 97490 Sainte-Clotilde, La Réunion, France.', '2 School of Life Sciences, Biological Sciences Building, University of Kwa-Zulu Natal, South Ring Road, Westville Campus, Kwa-Zulu Natal, 3630, South Africa.', '3 Association Vahatra, BP 3972, 101, Antananarivo, Madagascar.', '4 Present Address: Institut Pasteur de Madagascar,Ambatofotsikely, 101, Antananarivo, Madagascar.', '5 Veterinary Faculty, Eduardo Mondlane University, Maputo, Mozambique.', '6 Field Museum of Natural History, 1400 South Lake Shore Drive, Chicago, 60605, USA.', '7 Instituto Nacional de Saúde, Maputo, Mozambique.', '8 Université de La Réunion, UMR Processus Infectieux en Milieu Insulaire Tropical (PIMIT), INSERM 1187, CNRS 9192, IRD 249, 2 rue Maxime Rivière (GIP CYROI), 97490 Sainte-Clotilde, La Réunion, France. camille.lebarbenchon@univ-reunion.fr.']","Flora Hoarau, Gildas Le Minter, Léa Joffrin, M Corrie Schoeman, Erwan Lagadec, Beza Ramasindrazana, Andréa Dos Santos, Steven M Goodman, Eduardo S Gudo, Patrick Mavingui, Camille Lebarbenchon, ",Virology journal,2018,Madagascar; Mammastrovirus; Mayotte; Mozambique; Triaenops afer.,https://pubmed.ncbi.nlm.nih.gov/29925396
258,Experimental rabies virus infection of big brown bats (Eptesicus fuscus),"A captive colony of adult Big Brown Bats (Eptesicus fuscus) was experimentally infected with a rabies virus (RABV) variant isolated from the salivary glands of a naturally infected Big Brown Bat and passaged once through murine neuroblastoma cell culture. Bats were divided into 11 groups, which were composed of one to three noninfected and one to three infected individuals each. Twenty of 38 animals were infected intramuscularly into both left and right masseter muscles; they received a total of 10(3.2) median mouse intracerebral lethal dose (MICLD50) of Big Brown Bat RABV variant. Experimental outcome after viral exposure was followed in the bats for 140 days postinoculation (PI). Of 20 infected bats, 16 developed clinical rabies, and the mean incubation period was 24 days (range: 13-52 days). Three infected bats never seroconverted and succumbed early to infection (13 days). Four infected bats that survived until the end of the experiment without any signs of disease maintained detectable antibody titers until the third month PI, peaking between days 13 and 43, and consequent drop-off below the threshold for detection occurred by day 140. Limited excretion of virus in saliva of infected bats during the clinical course of disease was observed in two individuals on days 13 and 15 PI (<24 hr prior to onset of clinical illness). No bat-to-bat transmission of RABV to noninfected bats was detected.","['1 Division of Viral and Rickettsial Diseases, Poxvirus and Rabies Branch, Centers for Disease Control and Prevention, Atlanta, Georgia 30333, USA.']","Felix R Jackson, Amy S Turmelle, David M Farino, Richard Franka, Gary F McCracken, Charles E Rupprecht, ",Journal of wildlife diseases,NO_DATE,NO_KEYWORDS,https://pubmed.ncbi.nlm.nih.gov/18689646
259,Divergent lineage of a novel hantavirus in the banana pipistrelle (Neoromicia nanus) in Côte d'Ivoire,"Recently identified hantaviruses harbored by shrews and moles (order Soricomorpha) suggest that other mammals having shared ancestry may serve as reservoirs. To investigate this possibility, archival tissues from 213 insectivorous bats (order Chiroptera) were analyzed for hantavirus RNA by RT-PCR. Following numerous failed attempts, hantavirus RNA was detected in ethanol-fixed liver tissue from two banana pipistrelles (Neoromicia nanus), captured near Mouyassué village in Côte d'Ivoire, West Africa, in June 2011. Phylogenetic analysis of partial L-segment sequences using maximum-likelihood and Bayesian methods revealed that the newfound hantavirus, designated Mouyassué virus (MOUV), was highly divergent and basal to all other rodent- and soricomorph-borne hantaviruses, except for Nova virus in the European common mole (Talpa europaea). Full genome sequencing of MOUV and further surveys of other bat species for hantaviruses, now underway, will provide critical insights into the evolution and diversification of hantaviruses.","['1 Department of Pediatrics and Tropical Medicine, John A. Burns School of Medicine, University of Hawaii at Manoa, Honolulu, HI 96813, USA.']","Laarni Sumibcay, Blaise Kadjo, Se Hun Gu, Hae Ji Kang, Burton K Lim, Joseph A Cook, Jin-Won Song, Richard Yanagihara, ",Virology journal,2012,NO_KEYWORDS,https://pubmed.ncbi.nlm.nih.gov/22281072
260,Spatial and temporal dynamics of rabies virus variants in big brown bat populations across Canada: footprints of an emerging zoonosis,"Phylogenetic analysis of a collection of rabies viruses that currently circulate in Canadian big brown bats (Eptesicus fuscus) identified five distinct lineages which have emerged from a common ancestor that existed over 400 years ago. Four of these lineages are regionally restricted in their range while the fifth lineage, comprising two-thirds of all specimens, has emerged in recent times and exhibits a recent demographic expansion with rapid spread across the Canadian range of its host. Four of these viral lineages are shown to circulate in the US. To explore the role of the big brown bat host in dissemination of these viral variants, the population structure of this species was explored using both mitochondrial DNA and nuclear microsatellite markers. These data suggest the existence of three subpopulations distributed in British Columbia, mid-western Canada (Alberta and Saskatchewan) and eastern Canada (Quebec and Ontario), respectively. We suggest that these three bat subpopulations may differ by their level of female phylopatry, which in turn affects the spread of rabies viruses. We discuss how this bat population structure has affected the historical spread of rabies virus variants across the country and the potential impact of these events on public health concerns regarding rabies.","['1 Centre of Expertise for Rabies, Ottawa Laboratory (Fallowfield), Canadian Food Inspection Agency, Ottawa, Ontario, Canada. susan.nadin-davis@inspection.gc.ca']","Susan A Nadin-Davis, Yuqin Feng, Delphine Mousse, Alexander I Wandeler, Stéphane Aris-Brosou, ",Molecular ecology,NO_DATE,NO_KEYWORDS,https://pubmed.ncbi.nlm.nih.gov/20406385
